exam_number,question_number,question_text,options,generated_answer,actual_answer
5,15,The provision under CPC that relates to suit by indigent persons,"A) 0.32 
 B) 0.34 
 C) 0.35 
 D) 0.33", C,D
5,16,"S.5 of the Limitation Act, 1963 enables the court to condone delay in filing on sufficient satisfaction of sufficient cause.","A) appeal or application 
 B) appeal, suit and application 
 C) appeal, petition and counter petition ВСІ 
 D) appeal, petition, suit, and counter petition", C,A
5,17,Limitation period prescribed in filing a suit by a mortgagor to recover possession of immoveable property mortgaged,"A) 20 years 
 B) 12 years 
 C) 10 years 
 D) 30 years", B,D
5,18,"Which are the provisions under Indian Evidence Act, 1872 that deals with relevancy of opinion of experts","A) Ss.49&50 
 B) Ss.23&24 
 C) Ss. 45&46 
 D) Ss.81 & 82", C,C
5,19,The contents of documents may be proved either by,"A) Primary evidence or by secondary evidence 
 B) Direct evidence or circumstantial evidence 
 C) Primary evidence or evidence 
 D) Primary evidence or direct evidence", A,A
5,20,Oral accounts of the contents of a document given by some person who has himself seen it is,"A) Direct evidence 
 B) Circumstantial evidence documentary 
 C) Best evidence 
 D) Secondary evidence", C,D
5,21,"""The DNA test cannot rebut the conclusive presumption envisaged under S.12 of the Indian Evidence Act. The parties can avoid Set-A the rigor of such conclusive presumption only by proving non- access which is a negative proof."" It was so held in which case","A) Shaik Fakruddin v. Shaik Mohammed Hasan AIR 2006 AP 48 
 B) Siddaramesh Karnataka (2010) 3SCC 152 
 C) Kailash v. State of Madhya Pradesh AIR 2007SC107 
 D) Somwanti v. State of Punjab, AIR 1963 SC 151", C,A
5,22,The statements of dead persons are relevant under which provision,"A) S.48 
 B) S.49 
 C) S.32 (4) 
 D) S.13 (a)", C,C
5,23,"""Witnesses are the eyes and ears of Justice"". Whose statement is this","A) Lord Atkin 
 B) Bentham 
 C) Lord Denning 
 D) Phipson", C,B
5,24,An accomplice is unworthy of credit unless he is corroborated in material particulars is a,"A) presumption of fact 
 B) presumption of law 
 C) conclusive proof 
 D) none of the above", B,A
5,25,Patent ambiguity in interpreting documents renders it,"A) Curable 
 B) In-curable 
 C) Curable and incurable 
 D) none of the above", B,B
5,26,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc. and doing acts prejudicial to maintenance of harmony is an offence under which provision of Indian Penal code","A) S.120A 
 B) S.120B 
 C) S.153A 
 D) S.226"," C) C. Section 153A of the Indian Penal Code (IPC) makes it an offense to promote enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and to do acts prejudicial to the maintenance of harmony.",C
5,27,The gist of this offence is meeting of minds,"A) S.120A 
 B) S.133 
 C) S.221 
 D) S.340", C,A
5,28,A places men with firearms at the outlets of a building and tells B that they will fire at B if B attempts to leave the building. What is the offence committed by A as against,"A) Wrongful restraint 
 B) Wrongful confinement 
 C) Refusal to leave the place 
 D) None of the above Set-A", B,B
5,29,Adulteration of food or drink intended for sale is punishable under,"A) S.227 
 B) S.272 
 C) S.277 
 D) S.273", C,B
5,30,Voluntarily causing grievous hurt to deter public servant from his duty is,"A) Cognisable & non- bailable offence 
 B) Non cognisable & bailable offence 
 C) Cognisable and bailable offence 
 D) None of the above", C) Cognizable and bailable offense.,A
5,31,"A obtains property from Z by saying- ""Your child is in the hands of my gang and will be put to death unless you send us Rs. 10,000/- ."" This offence is","A) Robbery 
 B) Extortion 
 C) Dacoity 
 D) None of the above", B,B
5,32,"Which provision under Criminal procedure Code, 1973 deals with the procedure to be adopted by the Magistrate to record confessions and statements?","A) S.164 
 B) S.162 
 C) S.163 
 D) S.164 A", A,A
5,33,"Any police officer may without an order from a Magistrate and without a warrant, arrest any person who obstructs a police officer while in the execution of his duty, or who has escaped, or attempts to escape, from lawful custody under which section","A) S.41 (a) 
 B) S.41 (c) 
 C) S.41 (e) 
 D) S.41 (d)", C,C
5,34,The Plea Bargaining is applicable only in respect of those offences for which punishment of imprisonment is up to a period of,"A) 7 years 
 B) 2 years 
 C) 10 years 
 D) 5 years", C,A
5,35,Which provision under the Code provides the indication as to the rule against double jeopardy?,"A) S.300 
 B) S.305 
 C) S.309 
 D) S.311", C,A
5,36,"""If an accused is charged of a major offence but is not found guilty thereunder, he can be convicted of minor offence, if the facts established indicate that such minor offence has been committed."" It was so upheld in which case VS. State of","A) Sangarabonia Sreenu Andhra Pradesh 
 B) State of Himachal Pradesh vs. Tara Dutta 
 C) Shamsher Singh vs. State of Punjab 
 D) Nalini vs. State of Tamilnadu, Set-A", C,B
5,37,"""Provisions of S.195 of the Code are mandatory and non-compliance of it would initiate the prosecution and all other consequential orders"". In which case the court upheld so","A) C. Muniappan v. State of Tamilnadu 
 B) Kishun Singh v. State of Bihar 
 C) State of Karnataka v. Pastor P. Raju 
 D) None of the above", C,A
5,38,Order granting anticipatory bail becomes operative becomes operative,"A) on arrest 
 B) on passing of the order by the court 
 C) prior to arrest 
 D) none of the above", C,A
5,39,A contract made by a trustee in excess of his powers or in breach of trust cannot be specifically enforced as per,"A) S.12 
 B) S.11(2) 
 C) S. 12(2) 
 D) S.13", C,B
5,40,"Under S.41 of the Specific Relief Act, an injunction cannot be granted","A) to restrain any person from instituting or prosecuting any proceeding in a court not subordinate to that from which the injunction is sought; 
 B) to restrain any person from applying to any legislative body; 
 C) to restrain any person from instituting or prosecuting any proceeding in a criminal matter 
 D) all of the above", C,D
5,41,Specific relief can be granted only for the purpose of enforcing individual civil rights and not for the mere purpose of enforcing a penal law. Which provision brings in such prohibition?,"A) S.4 
 B) S.5 
 C) S.7 
 D) S.10", C,A
5,42,It was held by the Supreme Court of India that preamble was not a part of the constitution in the case of and this has been overruled in the case of -,"A) In re Berubari Union; Keshavananda Bharathi vs. State of Kerala 
 B) A. K.Gopalan vs. State of Madras; Maneka Gandhi vs. Union of India 
 C) Ajay Hasia vs. Khalid Mujib; Som Prakash vs. Union of India 
 D) I.C. Golaknath vs. State of Punjab ; Shankari Prasad vs. Union of India", D,A
5,43,"By the Constitution (97th Amendment) Act, 2011 the following word has been inserted under Art. 19(1) (c)","A) Democratic Societies 
 B) Registered Societies 
 C) Cooperative societies 
 D) Cooperative managements", C,C
5,44,"Doctrine of Legitimate Expectation was discussed in the following case ""","A) Ramakrishna Dalmia Vs. Justice Tendolkar 
 B) M.C. Mehta Vs. Union of India 
 C) State of U.P Vs. Deoman 
 D) Food Corporation of India Vs. M/s. Kamdhenu Cattle Feed Industries", C,D
5,45,The Supreme Court in Selvi&Ors. vs State Of Karnataka held that compulsory brain- mapping and polygraph tests and narco- analysis were in violation of the following Articles of the Constitution.,"A) Art. 23 and 24 
 B) Art. 15 and 16 
 C) Art. 29 and 30 
 D) Articles 20 and 21", D,D
5,46,"""Passive Euthanasia is permitted in certain cases "" held in","A) Aruna Ramachandra Shanbaug Vs. Union of India 
 B) Gian Kaur Vs. State of Punjab 
 C) P. Rathinam Vs. Union of India 
 D) State of Maharashtra Vs. Chandraben Set-A", A,A
5,47,"Delivery of goods by one person to another for some purpose upon a contract that they shall, when the purpose is accomplished, be returned or disposed of according to the directions of the person delivering them. What is this type of contract called as","A) Indemnity 
 B) Guarantee 
 C) Bailment 
 D) Pledge", C,C
5,48,The essence of a contract of agency is the agent's,"A) Representative capacity coupled with a power to affect the legal relations of the principal with third persons. 
 B) Power and title to the property that is being dealt with 
 C) Authority and status of dealing with the trade 
 D) None of the above", A,A
5,49,"""A Contract is an agreement between two or more persons which is intended to be enforceable at law and is contracted by the acceptance by one party of an offer made to him by the other party to do or abstain from doing some act."" - Whose statement is this?","A) Halsbury 
 B) Salmond 
 C) Phipson 
 D) Pollock", C,A
5,50,"A's nephew has absconded from his home. He sent his servant to trace his missing nephew. When the servant had left, A then announced that anybody who discovered the missing boy, would be given the reward of Rs.500. The servant discovered the missing boy without knowing the reward. When the servant came to know about the reward, he brought an action against A to recover the same. But his action failed. It was held that the servant was not entitled to the reward because he did not know about the offer when he discovered the missing boy. Name the case on reading the facts ВСІ","A) Lalman Shukla v. Gauri Dutt 
 B) Donogue v. Stevenson 
 C) Tweedle v. Atkinson 
 D) Dutton v. Poole", C,A
5,51,"A debtor owes several distinct debts to the same creditor and he makes a payment which is insufficient to satisfy all the debts. In such a case, a question arises as to which particular debt the payment is to be appropriated. Which sections of the Contract Act provide an answer to this question?","A) Section 59 to 61 
 B) Section 22 of 31 
 C) Section 10 to 12 
 D) Section 55 to 60", A,A
5,52,"What property cannot be transferred under S.6 of Transfer of Property Act, 1882","A) An easement apart from the dominant heritage 
 B) An interest in property restricted in its enjoyment to the owner personally 
 C) A right to future maintenance, in whatsoever manner arising, secured or determined. 
 D) All of the above", C,D
5,53,"A transfers property of which he is the owner to B in trust for A and his intended wife successively for their lives, and, after the death of the survivor, for the eldest son of the intended marriage for life, and after his death for A's second son. Can the interest so created for the benefit of the eldest son take effect?","A) Yes 
 B) No 
 C) It is a valid transfer 
 D) None of the above Set-A", B,B
5,54,"The commencement of arbitral proceedings is not dependant on interim relief being allowed or denied under S.9 of the Arbitration and Conciliation Act, 1996. Supreme Court in which case held so","A) Firm Ashok Traders &another V. Gurumukh Das Saluja&others 
 B) M.M.T.C Ltd. v. Sterile Industries (India) Ltd. 
 C) National Thermal Power Corporation v. Flowmore (P.) Ltd. 
 D) Magma Leasing Ltd. v. NEPC Micon Ltd.", C,A
5,55,"Which provision of Hindu Marriage Act, 1955 deals with conciliation","A) S.23 
 B) S.23(2) 
 C) S.23(3) 
 D) S.22", C,B
5,56,"Which section under the Civil Procedure Code, 1908 deals with the settlement of disputes outside the court","A) S.98 
 B) S.99 
 C) S.89 
 D) S.88", B,C
5,57,Equal pay for Equal work-can be enforced through,"A) Art.39 
 B) Art 14 and 16 
 C) Art.311 
 D) Art.309", B,B
5,58,The executive power of every State shall be so exercised as to ensure compliance with the laws made by Parliament and any existing laws -mentioned under,"A) Art.352 
 B) Art.256 
 C) Art.254 
 D) Art.301", C,B
5,59,Justice Ramanandan Committee relates to,"A) Union State relations 
 B) Creamy layer 
 C) Finance Commission 
 D) Elections", C,B
5,60,Original Jurisdiction of the Supreme Court is dealt under,"A) Art.226 
 B) Art. 130 
 C) Art. 131 
 D) Art. 124", C,C
5,61,Laws declared by the Supreme court shall be binding on all courts - mentioned under,"A) Art.142 
 B) Art. 143 
 C) Art. 136 
 D) Art. 141", C,D
5,62,According to the theory of 'social utilitarianism' as propounded by Ihering,"A) greatest number of people should get greatest pleasure 
 B) the essential body of legal rules is always based upon the social ""facts"" of law 
 C) a balance is to be struck between the competing interests in society 
 D) law is a means to social ends Set-A", C,D
